record,group,task,trial,sample,y,block,keep,hard_keep,hard_reason,q1_reason,response,reaction_time,later_direction,later_direction_delay,response_target_latency,response_cue_agreement,response_later_agreement,correct
VisualCogB_Task-1,B,1,40,91091,-1,2,True,True,,,,,-1,2.21484375,,,,
VisualCogB_Task-1,B,1,41,93191,1,2,True,True,,,,,1,2.21875,,,,
VisualCogB_Task-1,B,1,42,95340,1,2,True,True,,,,,1,2.21875,,,,
VisualCogB_Task-1,B,1,43,97457,1,2,True,True,,,,,1,2.21484375,,,,
VisualCogB_Task-1,B,1,44,99705,1,2,True,True,,,,,1,2.21875,,,,
VisualCogB_Task-1,B,1,45,101998,-1,2,False,False,saturation_within_2s,saturation_within_2s,,,-1,2.21484375,,,,
VisualCogB_Task-1,B,1,46,104198,-1,2,False,False,saturation_within_2s,saturation_within_2s,,,-1,2.21484375,,,,
VisualCogB_Task-1,B,1,47,106294,1,2,True,True,,,,,1,2.21875,,,,
VisualCogB_Task-1,B,1,48,108395,1,2,True,True,,,,,-1,2.21484375,,,,
VisualCogB_Task-1,B,1,49,110568,-1,2,False,True,,baseline_outlier;gradient_outlier;high_frequency_outlier,,,-1,2.21484375,,,,
VisualCogB_Task-1,B,1,50,112656,1,2,True,True,,,,,1,2.21875,,,,
VisualCogB_Task-1,B,1,51,114757,-1,2,True,True,,,,,-1,2.21484375,,,,
VisualCogB_Task-1,B,1,52,116897,1,2,True,True,,,,,1,2.21875,,,,
VisualCogB_Task-1,B,1,53,118978,-1,2,False,False,saturation_within_2s,saturation_within_2s;gradient_outlier;high_frequency_outlier,,,-1,2.21484375,,,,
VisualCogB_Task-1,B,1,54,121067,1,2,True,True,,,,,1,2.21484375,,,,
VisualCogB_Task-1,B,1,55,123211,-1,2,True,True,,,,,-1,2.21484375,,,,
VisualCogB_Task-1,B,1,56,125304,1,2,True,True,,,,,1,2.21484375,,,,
VisualCogB_Task-1,B,1,57,127412,1,2,False,True,,gradient_outlier;high_frequency_outlier,,,1,2.21875,,,,
VisualCogB_Task-1,B,1,58,129525,1,2,True,True,,,,,1,2.21484375,,,,
VisualCogB_Task-1,B,1,59,131677,1,2,True,True,,,,,1,2.21875,,,,
VisualCogB_Task-1,B,1,60,133810,-1,3,True,True,,,,,-1,2.21484375,,,,
VisualCogB_Task-1,B,1,61,136034,-1,3,True,True,,,,,-1,2.21875,,,,
VisualCogB_Task-1,B,1,62,138195,1,3,False,False,saturation_within_2s,saturation_within_2s,,,1,2.21484375,,,,
VisualCogB_Task-1,B,1,63,140335,-1,3,True,True,,,,,-1,2.21875,,,,
VisualCogB_Task-1,B,1,64,142448,-1,3,True,True,,,,,-1,2.21484375,,,,
VisualCogB_Task-1,B,1,65,144604,-1,3,False,True,,gradient_outlier;high_frequency_outlier,,,-1,2.21875,,,,
VisualCogB_Task-1,B,1,66,146681,1,3,True,True,,,,,1,2.21484375,,,,
VisualCogB_Task-1,B,1,67,148774,1,3,True,True,,,,,1,2.21484375,,,,
VisualCogB_Task-1,B,1,68,150958,-1,3,True,True,,,,,-1,2.21484375,,,,
VisualCogB_Task-1,B,1,69,153079,-1,3,True,True,,,,,-1,2.21484375,,,,
VisualCogB_Task-1,B,1,70,155199,1,3,False,False,saturation_within_2s,saturation_within_2s,,,1,2.21875,,,,
VisualCogB_Task-1,B,1,71,157292,1,3,True,True,,,,,1,2.21484375,,,,
VisualCogB_Task-1,B,1,72,159392,-1,3,True,True,,,,,-1,2.21875,,,,
VisualCogB_Task-1,B,1,73,161513,-1,3,True,True,,,,,-1,2.21484375,,,,
VisualCogB_Task-1,B,1,74,163678,1,3,True,True,,,,,1,2.21484375,,,,
VisualCogB_Task-1,B,1,75,165814,-1,3,True,True,,,,,-1,2.21484375,,,,
VisualCogB_Task-1,B,1,76,167982,-1,3,True,True,,,,,-1,2.21875,,,,
VisualCogB_Task-1,B,1,77,170139,-1,3,False,False,saturation_within_2s,saturation_within_2s;baseline_outlier,,,-1,2.21484375,,,,
VisualCogB_Task-1,B,1,78,172279,1,3,True,True,,,,,1,2.21875,,,,
VisualCogB_Task-1,B,1,79,174416,-1,3,True,True,,,,,-1,2.21484375,,,,
VisualCogB_Task-1,B,1,80,176533,-1,4,True,True,,,,,-1,2.21484375,,,,
VisualCogB_Task-1,B,1,81,178705,1,4,True,True,,,,,1,2.21875,,,,
VisualCogB_Task-1,B,1,82,180846,-1,4,True,True,,,,,-1,2.21484375,,,,
VisualCogB_Task-1,B,1,83,183022,-1,4,True,True,,,,,-1,2.21875,,,,
VisualCogB_Task-1,B,1,84,185123,1,4,False,False,saturation_within_2s,saturation_within_2s,,,1,2.21484375,,,,
VisualCogB_Task-1,B,1,85,187267,-1,4,True,True,,,,,-1,2.21875,,,,
VisualCogB_Task-1,B,1,86,189368,-1,4,True,True,,,,,1,2.21484375,,,,
VisualCogB_Task-1,B,1,87,191616,1,4,False,False,saturation_within_2s,saturation_within_2s;gradient_outlier;high_frequency_outlier,,,1,2.21484375,,,,
VisualCogB_Task-1,B,1,88,193777,-1,4,True,True,,,,,-1,2.21484375,,,,
VisualCogB_Task-1,B,1,89,195873,-1,4,True,True,,,,,-1,2.21875,,,,
VisualCogB_Task-1,B,1,90,198018,1,4,True,True,,,,,1,2.21484375,,,,
VisualCogB_Task-1,B,1,91,200134,1,4,False,False,saturation_within_2s;flat,saturation_within_2s;flat,,,1,2.21875,,,,
VisualCogB_Task-1,B,1,92,202259,-1,4,True,True,,,,,-1,2.21484375,,,,
VisualCogB_Task-1,B,1,93,204367,1,4,True,True,,,,,1,2.21875,,,,
VisualCogB_Task-1,B,1,94,206496,-1,4,True,True,,,,,-1,2.21484375,,,,
VisualCogB_Task-1,B,1,95,208557,1,4,True,True,,,,,1,2.21484375,,,,
VisualCogB_Task-1,B,1,96,210653,-1,4,False,False,saturation_within_2s,saturation_within_2s,,,-1,2.21875,,,,
VisualCogB_Task-1,B,1,97,212806,1,4,True,True,,,,,1,2.21484375,,,,
VisualCogB_Task-1,B,1,98,214962,1,4,True,True,,,,,1,2.21875,,,,
VisualCogB_Task-1,B,1,99,217063,1,4,True,True,,,,,1,2.21484375,,,,
VisualCogB_Task-2,B,2,0,5134,-1,0,True,True,,,1.0,3.625,1,2.21875,1.40625,0.0,1.0,
VisualCogB_Task-2,B,2,1,7347,-1,0,False,False,saturation_within_2s,saturation_within_2s,-1.0,3.81640625,-1,2.21484375,1.6015625,1.0,1.0,
VisualCogB_Task-2,B,2,2,9611,-1,0,True,True,,,-1.0,3.81640625,-1,2.21875,1.59765625,1.0,1.0,
VisualCogB_Task-2,B,2,3,11871,1,0,True,True,,,1.0,3.28515625,1,2.21875,1.06640625,1.0,1.0,
VisualCogB_Task-2,B,2,4,13996,-1,0,True,True,,,-1.0,3.4296875,-1,2.21875,1.2109375,1.0,1.0,
VisualCogB_Task-2,B,2,5,16161,1,0,True,True,,,-1.0,3.421875,-1,2.21484375,1.20703125,0.0,1.0,
VisualCogB_Task-2,B,2,6,18321,1,0,False,False,saturation_within_2s,saturation_within_2s,1.0,3.4765625,1,2.21875,1.2578125,1.0,1.0,
VisualCogB_Task-2,B,2,7,20498,1,0,True,True,,,1.0,3.31640625,1,2.21484375,1.1015625,1.0,1.0,
VisualCogB_Task-2,B,2,8,22630,1,0,True,True,,,1.0,3.296875,1,2.21484375,1.08203125,1.0,1.0,
VisualCogB_Task-2,B,2,9,24759,-1,0,False,False,saturation_within_2s,saturation_within_2s,1.0,3.4453125,1,2.21484375,1.23046875,0.0,1.0,
VisualCogB_Task-2,B,2,10,26927,1,0,False,False,saturation_within_2s,saturation_within_2s,1.0,3.6015625,1,2.21484375,1.38671875,1.0,1.0,
VisualCogB_Task-2,B,2,11,29131,1,0,True,True,,,-1.0,3.7421875,-1,2.21875,1.5234375,0.0,1.0,
VisualCogB_Task-2,B,2,12,31372,1,0,True,True,,,1.0,3.59765625,1,2.21484375,1.3828125,1.0,1.0,
VisualCogB_Task-2,B,2,13,33576,1,0,False,False,saturation_within_2s,saturation_within_2s;gradient_outlier;high_frequency_outlier,-1.0,3.69921875,-1,2.21875,1.48046875,0.0,1.0,
VisualCogB_Task-2,B,2,14,35809,1,0,False,False,saturation_within_2s,saturation_within_2s,-1.0,3.66796875,-1,2.21484375,1.453125,0.0,1.0,
VisualCogB_Task-2,B,2,15,38033,1,0,False,False,saturation_within_2s,saturation_within_2s;gradient_outlier;high_frequency_outlier,1.0,3.42578125,1,2.21875,1.20703125,1.0,1.0,
VisualCogB_Task-2,B,2,16,40198,-1,0,True,True,,,-1.0,3.5,-1,2.21484375,1.28515625,1.0,1.0,
VisualCogB_Task-2,B,2,17,42378,1,0,True,True,,,-1.0,3.671875,-1,2.21875,1.453125,0.0,1.0,
VisualCogB_Task-2,B,2,18,44603,1,0,True,True,,,1.0,3.60546875,1,2.21484375,1.390625,1.0,1.0,
VisualCogB_Task-2,B,2,19,46811,-1,0,False,False,saturation_within_2s,saturation_within_2s,1.0,3.53515625,1,2.21484375,1.3203125,0.0,1.0,
VisualCogB_Task-2,B,2,20,49003,1,1,True,True,,,1.0,3.32421875,1,2.21875,1.10546875,1.0,1.0,
VisualCogB_Task-2,B,2,21,51140,1,1,False,False,saturation_within_2s,saturation_within_2s,-1.0,3.5703125,-1,2.21484375,1.35546875,0.0,1.0,
VisualCogB_Task-2,B,2,22,53340,-1,1,False,False,saturation_within_2s,saturation_within_2s;gradient_outlier;high_frequency_outlier,-1.0,3.3984375,-1,2.21875,1.1796875,1.0,1.0,
VisualCogB_Task-2,B,2,23,55493,-1,1,True,True,,,1.0,3.578125,1,2.21484375,1.36328125,0.0,1.0,
VisualCogB_Task-2,B,2,24,57693,-1,1,False,False,saturation_within_2s,saturation_within_2s,-1.0,3.5234375,-1,2.21875,1.3046875,1.0,1.0,
VisualCogB_Task-2,B,2,25,59878,1,1,True,True,,,1.0,3.54296875,1,2.21484375,1.328125,1.0,1.0,
VisualCogB_Task-2,B,2,26,62070,-1,1,True,True,,,1.0,3.671875,1,2.21875,1.453125,0.0,1.0,
VisualCogB_Task-2,B,2,27,64295,-1,1,True,True,,,1.0,3.37890625,1,2.21484375,1.1640625,0.0,1.0,
VisualCogB_Task-2,B,2,28,66447,-1,1,False,False,saturation_within_2s,saturation_within_2s,-1.0,3.5,-1,2.21875,1.28125,1.0,1.0,
VisualCogB_Task-2,B,2,29,68632,1,1,True,True,,,-1.0,3.62109375,-1,2.21484375,1.40625,0.0,1.0,
VisualCogB_Task-2,B,2,30,70844,1,1,True,True,,,1.0,3.5703125,1,2.21875,1.3515625,1.0,1.0,
VisualCogB_Task-2,B,2,31,73045,1,1,False,False,saturation_within_2s,saturation_within_2s,1.0,3.34765625,1,2.21484375,1.1328125,1.0,1.0,
VisualCogB_Task-2,B,2,32,75189,1,1,True,True,,,-1.0,3.5078125,-1,2.21875,1.2890625,0.0,1.0,
VisualCogB_Task-2,B,2,33,77369,1,1,False,False,saturation_within_2s,saturation_within_2s,-1.0,3.55859375,-1,2.21875,1.33984375,0.0,1.0,
VisualCogB_Task-2,B,2,34,79566,-1,1,True,True,,,1.0,3.6328125,1,2.21875,1.4140625,0.0,1.0,
VisualCogB_Task-2,B,2,35,81783,1,1,True,True,,,1.0,3.484375,1,2.21484375,1.26953125,1.0,1.0,
VisualCogB_Task-2,B,2,36,83959,-1,1,True,True,,,-1.0,3.6015625,-1,2.21875,1.3828125,1.0,1.0,
VisualCogB_Task-2,B,2,37,86167,-1,1,True,True,,,1.0,3.7421875,1,2.21875,1.5234375,0.0,1.0,
VisualCogB_Task-2,B,2,38,88412,1,1,False,False,saturation_within_2s,saturation_within_2s,-1.0,3.6875,-1,2.21484375,1.47265625,0.0,1.0,
VisualCogB_Task-2,B,2,39,90640,1,1,True,True,,,-1.0,3.47265625,-1,2.21875,1.25390625,0.0,1.0,
VisualCogB_Task-2,B,2,40,92817,1,2,True,True,,,1.0,3.41796875,1,2.21484375,1.203125,1.0,1.0,
VisualCogB_Task-2,B,2,41,94977,-1,2,False,False,saturation_within_2s,saturation_within_2s,-1.0,3.44140625,-1,2.21875,1.22265625,1.0,1.0,
VisualCogB_Task-2,B,2,42,97142,-1,2,False,False,saturation_within_2s,saturation_within_2s;gradient_outlier;high_frequency_outlier,-1.0,3.2578125,-1,2.21484375,1.04296875,1.0,1.0,
VisualCogB_Task-2,B,2,43,99262,1,2,True,True,,,-1.0,3.71484375,-1,2.21875,1.49609375,0.0,1.0,
VisualCogB_Task-2,B,2,44,101498,-1,2,True,True,,,1.0,3.4921875,1,2.21875,1.2734375,0.0,1.0,
VisualCogB_Task-2,B,2,45,103675,-1,2,True,True,,,1.0,3.40625,1,2.21484375,1.19140625,0.0,1.0,
VisualCogB_Task-2,B,2,46,105831,1,2,True,True,,,-1.0,3.59765625,-1,2.21875,1.37890625,0.0,1.0,
VisualCogB_Task-2,B,2,47,108040,-1,2,True,True,,,-1.0,3.76953125,-1,2.21484375,1.5546875,1.0,1.0,
VisualCogB_Task-2,B,2,48,110293,1,2,False,False,saturation_within_2s,saturation_within_2s,1.0,3.53515625,1,2.21484375,1.3203125,1.0,1.0,
VisualCogB_Task-2,B,2,49,112485,-1,2,False,False,saturation_within_2s,saturation_within_2s;gradient_outlier;high_frequency_outlier,-1.0,3.58984375,-1,2.21875,1.37109375,1.0,1.0,
VisualCogB_Task-2,B,2,50,114689,-1,2,False,False,saturation_within_2s,saturation_within_2s,1.0,3.60546875,1,2.21875,1.38671875,0.0,1.0,
VisualCogB_Task-2,B,2,51,116898,-1,2,True,True,,,-1.0,3.57421875,-1,2.21484375,1.359375,1.0,1.0,
VisualCogB_Task-2,B,2,52,119098,1,2,True,True,,,1.0,3.37109375,1,2.21875,1.15234375,1.0,1.0,
VisualCogB_Task-2,B,2,53,121247,1,2,False,False,saturation_within_2s,saturation_within_2s;gradient_outlier;high_frequency_outlier,-1.0,3.6875,-1,2.21484375,1.47265625,0.0,1.0,
VisualCogB_Task-2,B,2,54,123479,1,2,True,True,,,1.0,3.30859375,1,2.21875,1.08984375,1.0,1.0,
VisualCogB_Task-2,B,2,55,125612,-1,2,False,False,saturation_within_2s,saturation_within_2s,1.0,3.40234375,1,2.21484375,1.1875,0.0,1.0,
VisualCogB_Task-2,B,2,56,127768,-1,2,False,False,saturation_within_2s,saturation_within_2s,1.0,3.4609375,1,2.21875,1.2421875,0.0,1.0,
VisualCogB_Task-2,B,2,57,129941,-1,2,True,True,,,1.0,3.53125,1,2.21484375,1.31640625,0.0,1.0,
VisualCogB_Task-2,B,2,58,132129,-1,2,True,True,,,1.0,3.5234375,1,2.21875,1.3046875,0.0,1.0,
VisualCogB_Task-2,B,2,59,134318,-1,2,True,True,,,1.0,3.4609375,1,2.21875,1.2421875,0.0,1.0,
VisualCogB_Task-2,B,2,60,136490,-1,3,True,True,,,1.0,3.37109375,1,2.21875,1.15234375,0.0,1.0,
VisualCogB_Task-2,B,2,61,138639,1,3,True,True,,,-1.0,3.71875,-1,2.21484375,1.50390625,0.0,1.0,
VisualCogB_Task-2,B,2,62,140879,-1,3,True,True,,,-1.0,3.7578125,-1,2.21484375,1.54296875,1.0,1.0,
VisualCogB_Task-2,B,2,63,143127,-1,3,True,True,,,-1.0,3.44140625,-1,2.21875,1.22265625,1.0,1.0,
VisualCogB_Task-2,B,2,64,145292,1,3,True,True,,,-1.0,3.4140625,-1,2.21484375,1.19921875,0.0,1.0,
VisualCogB_Task-2,B,2,65,147452,1,3,False,False,saturation_within_2s,saturation_within_2s,1.0,3.578125,1,2.21875,1.359375,1.0,1.0,
VisualCogB_Task-2,B,2,66,149653,1,3,True,True,,,-1.0,3.46875,-1,2.21484375,1.25390625,0.0,1.0,
VisualCogB_Task-2,B,2,67,151825,1,3,True,True,,,-1.0,3.61328125,-1,2.21875,1.39453125,0.0,1.0,
VisualCogB_Task-2,B,2,68,154038,-1,3,False,False,saturation_within_2s,saturation_within_2s,1.0,3.55859375,1,2.21484375,1.34375,0.0,1.0,
VisualCogB_Task-2,B,2,69,156234,-1,3,True,True,,,1.0,3.37109375,1,2.21875,1.15234375,0.0,1.0,
VisualCogB_Task-2,B,2,70,158383,1,3,True,True,,,1.0,3.69140625,1,2.21875,1.47265625,1.0,1.0,
VisualCogB_Task-2,B,2,71,160615,1,3,True,True,,,1.0,3.41015625,1,2.21875,1.19140625,1.0,1.0,
VisualCogB_Task-2,B,2,72,162772,1,3,True,True,,,1.0,3.5390625,1,2.21484375,1.32421875,1.0,1.0,
VisualCogB_Task-2,B,2,73,164964,-1,3,True,True,,,1.0,3.5546875,1,2.21875,1.3359375,0.0,1.0,
VisualCogB_Task-2,B,2,74,167161,-1,3,True,True,,,1.0,3.71875,1,2.21875,1.5,0.0,1.0,
VisualCogB_Task-2,B,2,75,169398,1,3,True,True,,,-1.0,3.84375,-1,2.21484375,1.62890625,0.0,1.0,
VisualCogB_Task-2,B,2,76,171666,1,3,True,True,,,-1.0,3.31640625,-1,2.21875,1.09765625,0.0,1.0,
VisualCogB_Task-2,B,2,77,173803,-1,3,True,True,,,-1.0,3.6171875,-1,2.21484375,1.40234375,1.0,1.0,
VisualCogB_Task-2,B,2,78,176015,-1,3,False,False,saturation_within_2s,saturation_within_2s,1.0,4.046875,1,2.21875,1.828125,0.0,1.0,
VisualCogB_Task-2,B,2,79,178336,-1,3,True,True,,,1.0,3.60546875,1,2.21484375,1.390625,0.0,1.0,
VisualCogB_Task-2,B,2,80,180544,1,4,True,True,,,-1.0,3.4765625,-1,2.21484375,1.26171875,0.0,1.0,
VisualCogB_Task-2,B,2,81,182721,-1,4,False,False,saturation_within_2s,saturation_within_2s;gradient_outlier;high_frequency_outlier,-1.0,3.5859375,-1,2.21484375,1.37109375,1.0,1.0,
VisualCogB_Task-2,B,2,82,184925,1,4,True,True,,,-1.0,3.58203125,-1,2.21484375,1.3671875,0.0,1.0,
VisualCogB_Task-2,B,2,83,187125,-1,4,True,True,,,-1.0,3.6015625,-1,2.21875,1.3828125,1.0,1.0,
VisualCogB_Task-2,B,2,84,189338,-1,4,False,False,saturation_within_2s,saturation_within_2s,1.0,3.7734375,1,2.21484375,1.55859375,0.0,1.0,
VisualCogB_Task-2,B,2,85,191590,1,4,True,True,,,1.0,3.50390625,1,2.21875,1.28515625,1.0,1.0,
VisualCogB_Task-2,B,2,86,193775,-1,4,True,True,,,1.0,3.38671875,1,2.21484375,1.171875,0.0,1.0,
VisualCogB_Task-2,B,2,87,195927,1,4,True,True,,,1.0,3.3984375,1,2.21875,1.1796875,1.0,1.0,
VisualCogB_Task-2,B,2,88,198084,-1,4,True,True,,,-1.0,3.4921875,-1,2.21484375,1.27734375,1.0,1.0,
VisualCogB_Task-2,B,2,89,200264,1,4,True,True,,,1.0,3.48828125,1,2.21875,1.26953125,1.0,1.0,
VisualCogB_Task-2,B,2,90,202445,-1,4,True,True,,,1.0,3.36328125,1,2.21484375,1.1484375,0.0,1.0,
VisualCogB_Task-2,B,2,91,204593,-1,4,True,True,,,-1.0,3.66796875,-1,2.21875,1.44921875,1.0,1.0,
VisualCogB_Task-2,B,2,92,206818,1,4,True,True,,,1.0,3.37109375,1,2.21484375,1.15625,1.0,1.0,
VisualCogB_Task-2,B,2,93,208962,-1,4,True,True,,,1.0,3.79296875,1,2.21875,1.57421875,0.0,1.0,
VisualCogB_Task-2,B,2,94,211219,1,4,True,True,,,1.0,3.34765625,1,2.21484375,1.1328125,1.0,1.0,
VisualCogB_Task-2,B,2,95,213363,1,4,True,True,,,-1.0,3.91796875,-1,2.21875,1.69921875,0.0,1.0,
VisualCogB_Task-2,B,2,96,215651,-1,4,True,True,,,-1.0,3.91796875,-1,2.21875,1.69921875,1.0,1.0,
VisualCogB_Task-2,B,2,97,217940,-1,4,True,True,,,-1.0,3.59375,-1,2.21875,1.375,1.0,1.0,
VisualCogB_Task-2,B,2,98,220148,1,4,True,True,,,-1.0,3.484375,-1,2.21875,1.265625,0.0,1.0,
VisualCogB_Task-2,B,2,99,222325,-1,4,True,True,,,1.0,3.38671875,1,2.21484375,1.171875,0.0,1.0,
